title,X,author,journal,keywords,extra.keywords,abstract,publisher,pubdate,pubyear,doi,affil,affil2,doi_methods
"24 h Accelerometry: impact of sleep-screening methods on estimates of
sedentary behaviour and physical activity while awake",3634,"Meredith-Jones, Kim
Williams, Sheila
Galland, Barbara
Kennedy, Gavin
Taylor, Rachael",NA,NA,NA,"Although accelerometers can assess sleep and activity over 24 h, sleep data must be removed before physical activity and sedentary time can be examined appropriately. We compared the effect of 6 different sleep-scoring rules on physical activity and sedentary time. Activity and sleep were obtained by accelerometry (ActiGraph GT3X) over 7 days in 291 children (51.3% overweight or obese) aged 4-8.9 years. Three methods removed sleep using individualised time filters and two methods applied standard time filters to remove sleep each day (9 pm-6 am, 12 am-6 am). The final method did not remove sleep but simply defined non-wear as at least 60 min of consecutive zeros over the 24-h period. Different methods of removing sleep from 24-h data markedly affect estimates of sedentary time, yielding values ranging from 556 to 1145 min/ day. Estimates of non-wear time (33-193 min), wear time (736-1337 min) and counts per minute (384-658) also showed considerable variation. By contrast, estimates of moderate-to-vigorous activity (MVPA) were similar, varying by less than 1 min/ day. Different scoring methods to remove sleep from 24-h accelerometry data do not affect measures of MVPA, whereas estimates of counts per minute and sedentary time depend considerably on which technique is used.",NA,NA,2016,1.01080026404142E+024,NA,NA,10_1080_02640414_2015_1068438
"3.3-million-year-old stone tools from Lomekwi 3, West Turkana, Kenya",4386,"Harmand, Sonia
Lewis, Jason E.
Feibel, Craig S.
Lepre, Christopher J.
Prat, Sandrine
Lenoble, Arnaud
Boes, Xavier
Quinn, Rhonda L.
Brenet, Michel
Arroyo, Adrian
Taylor, Nicholas
Clement, Sophie
Daver, Guillaume
Brugal, Jean-Philip
Leakey, Louise
Mortlock, Richard A.
Wright, James D.
Lokorodi, Sammy
Kirwa, Christopher
Kent, Dennis V.
Roche, Helene",NATURE,"RAW-MATERIAL SELECTIVITY; OMO GROUP; ENVIRONMENTAL-CHANGE; PALEOSOL
CARBONATES; ISOTOPIC EVIDENCE; HUMAN-EVOLUTION; HADAR FORMATION; BED-I;
HOMININ; GONA",NA,"Human evolutionary scholars have long supposed that the earliest stone tools were made by the genus Homo and that this technological development was directly linked to climate change and the spread of savannah grasslands. New fieldwork in West Turkana, Kenya, has identified evidence of much earlier hominin technological behaviour. We report the discovery of Lomekwi 3, a 3.3-million-year-old archaeological site where in situ stone artefacts occur in spatio-temporal association with Pliocene hominin fossils in a wooded palaeoenvironment. The Lomekwi 3 knappers, with a developing understanding of stone's fracture properties, combined core reduction with battering activities. Given the implications of the Lomekwi 3 assemblage for models aiming to converge environmental change, hominin evolution and technological origins, we propose for it the name 'Lomekwian', which predates the Oldowan by 700,000 years and marks a new beginning to the known archaeological record.",NATURE PUBLISHING GROUP,MAY 21,2015,101038nature14464,"[Harmand, Sonia; Lewis, Jason E.; Leakey, Louise] SUNY Stony Brook, Turkana Basin Inst, Stony Brook, NY 11794 USA./[Harmand, Sonia; Arroyo, Adrian; Taylor, Nicholas; Roche, Helene] Univ Paris Ouest Nanterre Def, CNRS, UMR Prehist & Technol 7055, F-92023 Nanterre, France./[Harmand, Sonia; Lewis, Jason E.; Feibel, Craig S.; Lepre, Christopher J.; Prat, Sandrine; Lenoble, Arnaud; Boes, Xavier; Quinn, Rhonda L.; Taylor, Nicholas; Clement, Sophie; Brugal, Jean-Philip; Lokorodi, Sammy; Kirwa, Christopher; Roche, Helene] West Turkana Archaeol Project, Nairobi, Kenya./[Lewis, Jason E.; Feibel, Craig S.] Rutgers State Univ, Dept Anthropol, New Brunswick, NJ 08901 USA./[Lewis, Jason E.; Feibel, Craig S.] Rutgers State Univ, Ctr Human Evolutionary Studies, New Brunswick, NJ 08901 USA./[Feibel, Craig S.; Lepre, Christopher J.; Quinn, Rhonda L.; Mortlock, Richard A.; Wright, James D.; Kent, Dennis V.] Rutgers State Univ, Dept Earth & Planetary Sci, Piscataway, NJ 08854 USA./[Lepre, Christopher J.; Kent, Dennis V.] Columbia Univ, Lamont Doherty Earth Observ, Palisades, NY 10964 USA./[Prat, Sandrine; Boes, Xavier] CNRS, UPR 2147, Dynam Evolut Humaine, F-75014 Paris, France./[Lenoble, Arnaud; Brenet, Michel] Univ Bordeaux, CNRS, UMR PACEA 5199, F-33615 Pessac, France./[Quinn, Rhonda L.] Seton Hall Univ, Dept Sociol Anthropol & Social Work, S Orange, NJ 07079 USA./[Brenet, Michel] Ctr Mixte Rech Archeol, Inrap, F-24620 Campagne, France./[Clement, Sophie] Inrap, F-93120 La Courneuve, France./[Daver, Guillaume] Univ Poitiers, Inst Paleoprimatol Paleontol Humaine Evolut & Pal, CNRS, UMR 7262, F-86073 Poitiers 9, France./[Brugal, Jean-Philip] Aix Marseille Univ, CNRS, MCC, UMR 7269,LAMPEA, F-13094 Aix En Provence 2, France./[Kirwa, Christopher] Natl Museums Kenya, Dept Earth Sci, Archaeol Sect, Nairobi, Kenya.","Harmand, S (reprint author), SUNY Stony Brook, Turkana Basin Inst, Stony Brook, NY 11794 USA.",NA
3D tracking of animals in the field using rotational stereo videography,4168,"de Margerie, Emmanuel
Simonneau, Manon
Caudal, Jean-Pierre
Houdelier, Cecilia
Lumineau, Sophie",J EXP BIOL,"SWIFTS APUS-APUS; FLIGHT SPEEDS; BEHAVIOR; FLOCKS; DIRECTIONS;
INSTRUMENT; CHALLENGES; TELEMETRY; DISTANCE; ECOLOGY","Animal tracking; Stereo video; Spatial behaviour; Movement ecology;
Flight kinematics","We describe a method for tracking the path of animals in the field, based on stereo videography and aiming-angle measurements, combined in a single, rotational device. In open environments, this technique has the potential to extract multiple 3D positions per second, with a spatial uncertainty of <1 m (rms) within 300 m of the observer, and <0.1 m (rms) within 100 m of the observer, in all directions. The tracking device is transportable and operated by a single observer, and does not involve any animal tagging. As a video of the moving animal is recorded, track data can easily be completed with behavioural data. We present a prototype device based on accessible components that achieves about 70% of the theoretical maximal range. We show examples of bird ground and flight tracks, and discuss the strengths and limits of the method, compared with existing fine-scale (e.g. fixed-camera stereo videography) and large-scale tracking methods (e.g. GPS tracking).",COMPANY OF BIOLOGISTS LTD,AUG,2015,101242jeb118422,"[de Margerie, Emmanuel; Simonneau, Manon; Caudal, Jean-Pierre; Houdelier, Cecilia; Lumineau, Sophie] Univ Rennes 1, Lab Anim & Human Ethol, UMR CNRS 6552, F-35042 Rennes, France.","de Margerie, E (reprint author), Univ Rennes 1, Lab Anim & Human Ethol, UMR CNRS 6552, F-35042 Rennes, France.",NA
3D Tracking via Shoe Sensing,2723,"Li, Fangmin
Liu, Guo
Liu, Jian
Chen, Xiaochuang
Ma, Xiaolin",SENSORS-BASEL,POSITIONING SYSTEMS; INDOOR,"indoor localization; 3D positioning; inertial sensor; walking state
classification","Most location-based services are based on a global positioning system (GPS), which only works well in outdoor environments. Compared to outdoor environments, indoor localization has created more buzz in recent years as people spent most of their time indoors working at offices and shopping at malls, etc. Existing solutions mainly rely on inertial sensors (i.e., accelerometer and gyroscope) embedded in mobile devices, which are usually not accurate enough to be useful due to the mobile devices' random movements while people are walking. In this paper, we propose the use of shoe sensing (i.e., sensors attached to shoes) to achieve 3D indoor positioning. Specifically, a short-time energy-based approach is used to extract the gait pattern. Moreover, in order to improve the accuracy of vertical distance estimation while the person is climbing upstairs, a state classification is designed to distinguish the walking status including plane motion (i.e., normal walking and jogging horizontally), walking upstairs, and walking downstairs. Furthermore, we also provide a mechanism to reduce the vertical distance accumulation error. Experimental results show that we can achieve nearly 100% accuracy when extracting gait patterns from walking/jogging with a low-cost shoe sensor, and can also achieve 3D indoor real-time positioning with high accuracy.",MDPI,NOV,2016,103390s16111809,"[Li, Fangmin] Changsha Univ, Dept Math & Comp Sci, Changsha 410022, Hunan, Peoples R China./[Li, Fangmin; Liu, Guo; Chen, Xiaochuang; Ma, Xiaolin] Wuhan Univ Technol, Sch Informat Engn, Minist Educ, Key Lab Fiber Opt Sensing Technol & Informat Proc, Wuhan 430070, Peoples R China./[Liu, Jian] Stevens Inst Technol, Dept Elect & Comp Engn, Hoboken, NJ 07030 USA.","Li, FM (reprint author), Changsha Univ, Dept Math & Comp Sci, Changsha 410022, Hunan, Peoples R China.; Li, FM (reprint author), Wuhan Univ Technol, Sch Informat Engn, Minist Educ, Key Lab Fiber Opt Sensing Technol & Informat Proc, Wuhan 430070, Peoples R China.",5134468
3D visualization for pelagic fisheries research and assessment,11543,"Mayer, L
Li, YC
Melvin, G",ICES J MAR SCI,FISH SCHOOLS; BEHAVIOR,fish school dynamics; hydroacoustics; multibeam sonar; 3D visualization,"Traditional acoustic approaches to the estimation of fish biomass have relied upon single-beam echo sounders that sample a relatively small volume of the water column within the survey area. Mean transect values, after bottom removal, are extrapolated to provide an estimate of number or biomass within a survey area. Over the past 20 years, many multibeam sonars have been developed but these systems which are commonly employed to collect detailed bathymetric and seafloor-type data, have been designed to remove mid-water returns. Only recently has a multibeam sonar been developed that allows for continuous digital recording of mid-water returns. For fisheries acoustics, the movement from single-beam to multibeam surveys provides a mechanism to greatly enhance the area and volume of coverage. The large volume of data generated by these systems, however, presents serious challenges for analysis and interpretation. This paper describes initial studies related to the transition from single to multibeam applications including the types of equipment investigated, the limitations of several acoustic systems examined, and how geomatics and 3D visualization can be used to enhance our knowledge of pelagic fish schools. Early results indicate that multibeam sonars, in conjunction with 3D visualization software can be powerful tools for assessing fish stocks, investigating fish school behavior, for exploring habitat preferences and for addressing questions related to vessel avoidance. As the technology improves so will the capability to investigate and to incorporate additional multiparameter data such as water column properties and bottom type and as calibration techniques are developed for multibeam sonars estimates of biomass may also be possible.",ACADEMIC PRESS LTD ELSEVIER SCIENCE LTD,FEB,2002,101006jmsc20011125,"Univ New Hampshire, Ctr Coastal & Ocean Mapping, Chase Ocean Engn Lab, Durham, NH 03824 USA./Univ New Brunswick, Ocean Mapping Grp, Fredericton, NB E3B 5A3, Canada./Univ New Brunswick, Ocean Mapping Grp, Dept Geodesy & Geomat Engn, Fredericton, NB E3B 5A3, Canada./Fisheries & Oceans Canada, Marine Fish Div, Biol Stn, St Andrews, NB E0G 2X0, Canada.","Mayer, L (reprint author), Univ New Hampshire, Ctr Coastal & Ocean Mapping, Chase Ocean Engn Lab, Durham, NH 03824 USA.",NA
50years of bat tracking: device attachment and future directions,5570,"O'Mara, M. Teague
Wikelski, Martin
Dechmann, Dina K. N.",METHODS ECOL EVOL,"EPTESICUS-FUSCUS; CHIROPTERA; BEHAVIOR; RADIOTRANSMITTERS;
MANEUVERABILITY; CONSERVATION; GUIDELINES; TELEMETRY; TORPOR; LOADS",5% rule; movement; GPS tracking; radiotracking; telemetry,"Radiotelemetry and satellite-based telemetry approaches are essential to describe the behaviour and biology of animals. This is especially true for bats, whose small size and cryptic lifestyles make them challenging to study. However, only a handful of studies have evaluated how transmitter mass and the attachment method affect bat behaviour or health, and none have assessed the development of technical methods in the field.
We review the past 50years of bat tracking studies to determine how devices have been attached, how guidelines have been followed or changed, and whether any health or fitness impacts from these transmitters can be determined.
Half of the nearly 300 studies available used devices heavier than the recommended 5% of body mass with minimal justification. Devices were typically glued directly to the backs of small bats and remained attached for 9days. This is far shorter than battery life span of most devices. Little information is available regarding the overall impact of attaching transmitters on the health, survival and reproductive success of bats, and there has been little development in attachment methods since the first tracking studies.
We consequently developed a collar for small bats with a degradable weak link and tested it on several species. The collar worked successfully on three of four species. This allows longer habituation and tracking times while ensuring that the device drops off after the battery expires.
Future studies will need to invest more effort in assessing potential long-term effects of tracking. They also need to build upon previous knowledge to find the best attachment method, size and shape for their study species to effectively improve wildlife tracking.",WILEY,APR,2014,1011112041210X12172,"[O'Mara, M. Teague; Wikelski, Martin; Dechmann, Dina K. N.] Max Planck Inst Ornithol, Dept Migrat & Immunoecol, Radolfzell am Bodensee, Baden Wurttembe, Germany./[O'Mara, M. Teague; Wikelski, Martin; Dechmann, Dina K. N.] Univ Konstanz, Dept Biol, Constance, Germany./[O'Mara, M. Teague; Wikelski, Martin; Dechmann, Dina K. N.] Smithsonian Trop Res Inst, Balboa, Panama.","O'Mara, MT (reprint author), Max Planck Inst Ornithol, Dept Migrat & Immunoecol, Radolfzell am Bodensee, Baden Wurttembe, Germany.",NA
"A ""death trap"" in the landscape of fear",3975,"Schmidt, Krzysztof
Kuijper, Dries P. J.",NA,NA,NA,"A crucial element in the ""the landscape of fear"" concept is that prey animals are aware of varying levels of predation risk at a spatial scale. This often leads to a negative spatial relationship between prey and predator in which prey avoid the most risky sites in the landscape. In this paper, we argue that our understanding of large carnivore-ungulate interactions is biased by studies from highly heterogeneous landscapes (e.g. the Yellowstone National Park). Due to a high availability of refuges and foraging sites in such landscapes, prey are able to reduce predation risk by showing habitat shifts. Besides the spatial heterogeneity at the landscape scale, the ungulate response to predation risk can be affected by the hunting mode (stalking vs. cursorial) of the predator. We propose that prey cannot easily avoid predation risk by moving to less risky habitats in more homogenous landscapes with concentrated food resources, especially where the large carnivores' assemblage includes both stalking and cursorial species. No distinct refuges for prey may occur in such landscapes due to equally high accessibility to predators in all habitats, while concentrated resources make prey distribution more predictable. We discuss a model of a densely forested landscape based on a case study of the Bialowieza Primeval Forest, Poland. Within this landscape, ungulates focus their foraging activity on small food-rich forest gaps, which turn out to be ""death traps"" as the gaps are primarily targeted by predators (stalking lynx and cursorial wolf) while hunting. No alternative of moving to low predation risk areas exist for prey due to risk from wolves in surrounding closed-canopy forest. As a result, the prey is exposed to constant high predation pressure in contrast to heterogeneous landscapes with less concentrated resources and more refuge areas. Future research should focus on explaining how ungulates are coping with predation risk in these landscapes that offer little choice of escaping predation by considering behavioural and physiological (e.g. metabolic, hormonal) responses.",NA,OCT,2015,101007s133640150229x,NA,NA,NA
"A 24-GHz Front-End Integrated on a Multilayer Cellulose-Based Substrate
for Doppler Radar Sensors",1651,"Alimenti, Federico
Palazzi, Valentina
Mariotti, Chiara
Virili, Marco
Orecchini, Giulia
Bonafoni, Stefania
Roselli, Luca
Mezzanotte, Paolo",SENSORS-BASEL,INKJET-PRINTING TECHNOLOGY; PAPER SUBSTRATE; CIRCUITS; ANTENNAS; DESIGN,"Doppler radar sensors; green electronics; all-natural electronic;
circuits on cellulose; paper-based substrates; flexible substrates;
substrate integrated circuits; Internet of things (IoT)","This paper presents a miniaturized Doppler radar that can be used as a motion sensor for low-cost Internet of things (IoT) applications. For the first time, a radar front-end and its antenna are integrated on a multilayer cellulose-based substrate, built-up by alternating paper, glue and metal layers. The circuit exploits a distributed microstrip structure that is realized using a copper adhesive laminate, so as to obtain a low-loss conductor. The radar operates at 24 GHz and transmits 5 mW of power. The antenna has a gain of 7.4 dBi and features a half power beam-width of 48 degrees. The sensor, that is just the size of a stamp, is able to detect the movement of a walking person up to 10 m in distance, while a minimum speed of 50 mm/s up to 3 m is clearly measured. Beyond this specific result, the present paper demonstrates that the attractive features of cellulose, including ultra-low cost and eco-friendliness (i.e., recyclability and biodegradability), can even be exploited for the realization of future high-frequency hardware. This opens opens the door to the implementation on cellulose of devices and systems which make up the ""sensing layer"" at the base of the IoT ecosystem.",MDPI AG,SEP,2017,103390s17092090,"[Alimenti, Federico; Palazzi, Valentina; Virili, Marco; Orecchini, Giulia; Bonafoni, Stefania; Roselli, Luca; Mezzanotte, Paolo] Univ Perugia, Dept Engn, I-06125 Perugia, Italy./[Mariotti, Chiara] Infineon Technol Austria AG, Siemensstr 2, A-9500 Villach, Austria./[Virili, Marco] Qorvo Munich GmbH, Konrad Zuse Pl 1, D-81829 Munich, Germany.","Mezzanotte, P (reprint author), Univ Perugia, Dept Engn, I-06125 Perugia, Italy.",NA
"A 2D virtual reality system for visual goal-driven navigation in
zebrafish larvae",2878,"Jouary, Adrien
Haudrechy, Mathieu
Candelier, Raphael
Sumbre, German",SCI REP-UK,PREY CAPTURE; DECISION-MAKING; DYNAMICS; BEHAVIOR; MODULATION,NA,"Animals continuously rely on sensory feedback to adjust motor commands. In order to study the role of visual feedback in goal-driven navigation, we developed a 2D visual virtual reality system for zebrafish larvae. The visual feedback can be set to be similar to what the animal experiences in natural conditions. Alternatively, modification of the visual feedback can be used to study how the brain adapts to perturbations. For this purpose, we first generated a library of free-swimming behaviors from which we learned the relationship between the trajectory of the larva and the shape of its tail. Then, we used this technique to infer the intended displacements of head-fixed larvae, and updated the visual environment accordingly. Under these conditions, larvae were capable of aligning and swimming in the direction of a whole-field moving stimulus and produced the fine changes in orientation and position required to capture virtual prey. We demonstrate the sensitivity of larvae to visual feedback by updating the visual world in real-time or only at the end of the discrete swimming episodes. This visual feedback perturbation caused impaired performance of prey-capture behavior, suggesting that larvae rely on continuous visual feedback during swimming.",NATURE PUBLISHING GROUP,SEP 23,2016,101038srep34015,"[Jouary, Adrien; Haudrechy, Mathieu; Sumbre, German] PSL Res Univ, CNRS, INSERM, Ecole Normale Super,IBENS, F-75005 Paris, France./[Candelier, Raphael] Univ Paris 06, Sorbonne Univ, Lab Jean Perrin, UMR 8237, F-75005 Paris, France.","Sumbre, G (reprint author), PSL Res Univ, CNRS, INSERM, Ecole Normale Super,IBENS, F-75005 Paris, France.",5034285
"A 3-D kinematic analysis of gliding in a flying snake, Chrysopelea
paradisi",10737,"Socha, JJ
O'Dempsey, T
LaBarbera, M",J EXP BIOL,"FORAGING BIRDS; FLIGHT; RECONSTRUCTION; LOCOMOTION; EVOLUTION;
PHOTOGRAMMETRY; PERFORMANCE; SIMULATION; STABILITY; ACCURACY","snake; gliding; flight; locomotion; performance; kinematics; Chrysopelea
paradisi","Flying snake species (Chrysopelea) locomote through the air despite a lack of appendages or any obvious external morphological specialization for flight. Here photogrammetric techniques were used to investigate C paradisi's aerial trajectory in three dimensions. Two videocameras arranged in stereo were used to record head, midpoint and vent landmarks on snakes that jumped from a horizontal branch at a height of 9.62 m and landed in an open field. The coordinates of these landmarks were reconstructed in three dimensions and used to analyze patterns of position, glide angle and speed concurrently with changes in body posture in 14 glide sequences from different individuals. C paradisi's trajectory was composed of a ballistic dive followed by a shallowing phase in which the path became more horizontal; for most glide trials, no equilibrium phase was observed. In the ballistic dive, the snake changed posture from generally straight to a wide 'S' shape in planview and began aerial undulation. Shortly after the ballistic dive, the snake's speed transitioned from an initial acceleration to stable or to a different rate of increase or decrease. Aerial undulation, in which high-amplitude traveling waves pass posteriorly down the body, was a prominent locomotor behavior. In mid-glide, this undulation occurred with the anterior body oriented approximately parallel with the ground and the posterior body cycling up and down in the vertical plane. The body angle of attack for the anterior body for one trial was 20-40 degrees. Snakes traveled a horizontal distance of 10.14 +/- 2.69 m (mean +/- S.D.) while reaching an airspeed of 10.0 +/- 0.9 m s(-1), sinking speed of 6.4 +/- 0.8 m s(-1) and horizontal speed of 8.1 +/- 0.9 m s-1. The glide path shallowed at a rate of 20 +/- 6 degrees s(-1) and reached a minimum glide angle of 28 +/- 10 degrees, with a minimum recorded glide angle of 13 degrees. C paradisi are surprisingly good gliders given their unconventional locomotor style, with performance characteristics that rival or surpass more familiar gliding taxa such as flying squirrels. As in other gliders, C paradisi is potentially capable of using aerial locomotion to move effectively between trees, chase aerial prey, or avoid predators.",COMPANY OF BIOLOGISTS LTD,MAY,2005,101242jeb01579,"Univ Chicago, Dept Organismal Biol & Anat, Chicago, IL 60637 USA./Leica Geosyst Singapore Pte Ltd, Singapore 609916, Singapore.","Socha, JJ (reprint author), Univ Chicago, Dept Organismal Biol & Anat, Chicago, IL 60637 USA.",NA
"A 3D stereo camera system for precisely positioning animals in space and
time",4513,"Macfarlane, Nicholas B. W.
Howland, Jonathan C.
Jensen, Frants H.
Tyack, Peter L.",BEHAV ECOL SOCIOBIOL,"DECISION-MAKING; BEHAVIOR; LEADERSHIP; MOVEMENTS; INFORMATION; PIGEONS;
CONTEXT; WHALES; FLOCKS","Photogrammetry; Group cohesion; Collective behaviour; Geo-location;
Range-finding","Here, we describe a portable stereo camera system that integrates a GPS receiver, an attitude sensor and 3D stereo photogrammetry to rapidly estimate the position of multiple animals in space and time. We demonstrate the performance of the system during a field test by simultaneously tracking the individual positions of six long-finned pilot whales, Globicephala melas. In shore-based accuracy trials, a system with a 50-cm stereo baseline had an average range estimation error of 0.09 m at a 5-m distance increasing up to 3.2 at 50 m. The system is especially useful in field situations where it is necessary to follow groups of animals travelling over relatively long distances and time periods whilst obtaining individual positions with high spatial and temporal resolution (up to 8 Hz). These positions provide quantitative estimates of a variety of key parameters and indicators for behavioural studies such as inter-animal distances, group dispersion, speed and heading. This system can additionally be integrated with other techniques such as archival tags, photo-identification methods or acoustic playback experiments to facilitate fieldwork investigating topics ranging from natural social behaviour to how animals respond to anthropogenic disturbance. By grounding observations in quantitative metrics, the system can characterize fine-scale behaviour or detect changes as a result of disturbance that might otherwise be difficult to observe.",SPRINGER,APR,2015,101007s0026501518904,"[Macfarlane, Nicholas B. W.; Jensen, Frants H.; Tyack, Peter L.] Woods Hole Oceanog Inst, Dept Biol, Woods Hole, MA 02543 USA./[Macfarlane, Nicholas B. W.] MIT, Dept Biol, Cambridge, MA 02139 USA./[Howland, Jonathan C.] Woods Hole Oceanog Inst, Dept Appl Ocean Phys & Engn, Woods Hole, MA 02543 USA./[Jensen, Frants H.] Princeton Univ, Dept Ecol & Evolutionary Biol, Princeton, NJ 08540 USA./[Tyack, Peter L.] Univ St Andrews, Scottish Oceans Inst, St Andrews KY16 8LB, Fife, Scotland.","Macfarlane, NBW (reprint author), Woods Hole Oceanog Inst, Dept Biol, 266 Woods Hole Rd,MS 50, Woods Hole, MA 02543 USA.",10_1007_s00265_015_1890_4
